"Id","SalePrice"
2668,185100
2669,187300
2670,274100
2671,189200
2672,194800
2673,204800
2674,202200
2675,186200
2676,189000
2677,198600
2678,247400
2679,283700
2680,291500
2681,391200
2682,319400
2683,468100
2684,319700
2685,334800
2686,255600
2687,295600
2688,223100
2689,214600
2690,378100
2691,194800
2692,149100
2693,206300
2694,140700
2695,195500
2696,185100
2697,185800
2698,203000
2699,171800
2700,152100
2701,144500
2702,107600
2703,129000
2704,143200
2705,115500
2706,100600
2707,113800
2708,135800
2709,110900
2710,129300
2711,300200
2712,386300
2713,165800
2714,147400
2715,174300
2716,146000
2717,188700
2718,226500
2719,146000
2720,174400
2721,130900
2722,159400
2723,145600
2724,124800
2725,128800
2726,143500
2727,171300
2728,172500
2729,147400
2730,145200
2731,125200
2732,130100
2733,161100
2734,139000
2735,135000
2736,137900
2737,119500
2738,132200
2739,154600
2740,138800
2741,145000
2742,155700
2743,155600
2744,157000
2745,144300
2746,135000
2747,152400
2748,116500
2749,128000
2750,123900
2751,129800
2752,205700
2753,152000
2754,217800
2755,135100
2756,88200
2757,68200
2758,86000
2759,160600
2760,133600
2761,143300
2762,140900
2763,182900
2764,156100
2765,258900
2766,129900
2767,86400
2768,129700
2769,139300
2770,144900
2771,104100
2772,102600
2773,173100
2774,147700
2775,128400
2776,143700
2777,153900
2778,118100
2779,132000
2780,104900
2781,93800
2782,91300
2783,99800
2784,121500
2785,137600
2786,58900
2787,122700
2788,73200
2789,171400
2790,93100
2791,114700
2792,74300
2793,158900
2794,97800
2795,119700
2796,97400
2797,210600
2798,119100
2799,120200
2800,71500
2801,112700
2802,130800
2803,168500
2804,136700
2805,104400
2806,86000
2807,191600
2808,152400
2809,130500
2810,130800
2811,163000
2812,171100
2813,154800
2814,158900
2815,107200
2816,230400
2817,149500
2818,127700
2819,173000
2820,135100
2821,110600
2822,181000
2823,287700
2824,178200
2825,151200
2826,133500
2827,137300
2828,235900
2829,201300
2830,232600
2831,187100
2832,244000
2833,3e+05
2834,230600
2835,224400
2836,196100
2837,166500
2838,144300
2839,170800
2840,204200
2841,201300
2842,222800
2843,154500
2844,172200
2845,122200
2846,208600
2847,210500
2848,208800
2849,202800
2850,268300
2851,215700
2852,225900
2853,229100
2854,139600
2855,203500
2856,207300
2857,189400
2858,211300
2859,105100
2860,139600
2861,130000
2862,186600
2863,135600
2864,240400
2865,150000
2866,142000
2867,95500
2868,106300
2869,103900
2870,125800
2871,84100
2872,38200
2873,92500
2874,146400
2875,121400
2876,160000
2877,146600
2878,170400
2879,144700
2880,111900
2881,153300
2882,181500
2883,201100
2884,191500
2885,183200
2886,234400
2887,105100
2888,138200
2889,46600
2890,80100
2891,147400
2892,38000
2893,90900
2894,44600
2895,327300
2896,286400
2897,210500
2898,146200
2899,211500
2900,162600
2901,217300
2902,183500
2903,315900
2904,338800
2905,84800
2906,202700
2907,112300
2908,120900
2909,143200
2910,74000
2911,79800
2912,153000
2913,82200
2914,73100
2915,82600
2916,84700
2917,168700
2918,114500
2919,218700
